paintingId,painting_name,artist,date,painting_style,painting_genre
2_0467,Portrait du comte de Nanteuil,Corneille de Lyon,16th century,Renaissance,['Portrait']
2_0459,Portrait d'Antoine de Ville,Atelier d'Hugues de Lafaye,Undated,Rococo,['Portrait']
2_2878,La passion du Christ,Lucas de Leyde,16th century,Renaissance,"['History painting', 'Religious painting']"
2_2900,Le Christ chassant les marchands du temple,Jan Sanders Van Hemessen,1556,Renaissance,"['History painting', 'Religious painting']"
2_2902,Marché avec l'Ecce Homo,Joachim Beuckelaer,Circa 1561,Baroque,"['History painting', 'Genre Painting']"
2_0422,Prédiction de saint Jean-Baptiste,Abraham Bloemaert,Circa 1620,Baroque,"['History painting', 'Religious painting']"
2_2936,Le Christ après la flagellation,Gérard Seghers,Circa 1620-1625,Baroque,"['History painting', 'Religious painting']"
2_2934,Andromède attachée au rocher,Frans Wouters,After 1634,Baroque,"['History painting', 'Nude painting']"
2_2932,Persée délivrant Andromède,Theodoor Van Thulden,1646,Baroque,"['History painting', 'Religious painting']"
1_0387,Saint Jérôme,Johann Karl Loth,After 1635,Baroque,"['History painting', 'Portrait']"
1_0391,L'incrédulité de saint Thomas,Giuseppe Vermiglio,17th century,Baroque,"['History painting', 'Religious painting']"
1_0393,Adieux de saint Pierre et de saint Paul,Domenico dit Passignano Cresti,Circa 1604,Baroque,"['History painting', 'Religious painting']"
1_0373,L'Annonciation,Caravage/Michelangelo Merisi,Circa 1607-1610,Baroque,"['History painting', 'Religious painting']"
1_0333,Paysage pastoral,Le Lorrain/Claude Gellée,1635,Baroque,"['Landscape', 'Nature morte']"
1_0309,Etude de faucons,Pieter Boel,Circa 1669-1671,Baroque,"['Animal Painting', 'Nature morte']"
1_0313,"Crabes, crevettes, citrons",Jacob Fopsen Van Es,Before 1640,Baroque,"['Still Life', 'Nature morte']"
1_5850,Nature morte,Louise Moillon,17th century,Rococo,"['Nature morte', 'Still Life']"
1_0322,Nature morte au tapis et cédrats,Francesco Maltese,Second half of the 17th century,Baroque,"['Nature morte', 'Still Life']"
1_0328,Tortue et crabe,Paolo Porpora,After 1652,Baroque,"['Portrait', 'Nude painting']"
1_0101,Fantaisie d'architecture en ruine avec la naissance de Vénus,Gherardo Poli,Circa 1730-1735,Rococo,"['History painting', 'Nude painting']"
1_0086,Ruine avec pyramide,Giuseppe Zais,Circa 1760-1770,Rococo,"['History painting', 'Landscape']"
1_0095,Architecture en ruine avec la commedia dell'arte,Gherardo Poli,First half of the 18th century,Rococo,"['History painting', 'Genre Painting']"
1_0103,Fantaisie d'architecture en ruine avec Bellérophon frappant la chimère,Gherardo Poli,First half of the 18th century,Rococo,"['Landscape', 'History painting']"
1_5884,Place du palais ducal à Florence,Gherardo Poli - Giuseppe Poli,Circa 1730,Rococo,"['Landscape', 'Cityscape']"
1_5882,Place du Dôme à Pise,Gherardo Poli - Giuseppe Poli,Circa 1730,Rococo,"['Landscape', 'Cityscape']"
1_0118,Portrait de Marie-Anne Collot,Pierre-Etienne Falconet,1773,Rococo,['Portrait']
0_0967,L'Allée ombragée,Charles de Meixmoron de Dombasle,1880 ou 1886,Impressionism,"['Landscape', 'Nature morte']"
0_0960,Jeune femme assise,Hippolyte Petitjean,1892,Art Nouveau,['Portrait']
0_0950,Vase de fleurs,André Derain,Circa 1920,Post Impressionism,"['Nature morte', 'Landscape']"
0_0881,Fondeur,Eugène Carrière,Before 1900,Realism,['Portrait']
0_0689,Dans un jardin zen,Georges Noël,1984,Expressionism,"['Landscape', 'Nature morte']"
0_0718,Les dentellières de Burano,Georges Dayez,1951-1959,Realism,"['Landscape', 'Nature morte']"
0_0826,Le lancement du filet,Suzanne Valadon,1914,Expressionism,"['Portrait', 'Nude painting']"
0_0819,Port de Toulon,Achille Emile Othon Friesz,1927,Modern Art,"['Landscape', 'Cityscape']"
0_0787,Environs de Dijon,Georges Rohner,1938,Expressionism,"['Landscape', 'Cityscape']"
0_0304,"Nature morte, livres et lilas",Paul Sérusier,1908,Post Impressionism,"['Nature morte', 'Landscape']"
1_0352,La Fenaison,Jacob Grimmer,16th century,Renaissance,"['Landscape', 'Nature morte']"
1_5848,Saint Charles Borromée donnant la sainte communion aux pestiférées de Milan,Caspar de Crayer,Circa 1668,Baroque,"['History painting', 'Religious painting']"
0_0709,Guitare,Henri Laurens,1926,Art Nouveau,"['Still Life', 'Nude painting']"
0_0707,Femme à la draperie,Henri Laurens,1932,Art Nouveau,"['Portrait', 'Nude painting']"
0_0739,Figure Masque allongé,Etienne Cournault,Circa 1944,Expressionism,"['Portrait', 'Nude painting']"
0_2100,On air,Edwart Vignot,2019,Expressionism,"['Portrait', 'Nude painting']"
0_0565,Intérieur de palais,Philippe Meusnier,1730,Rococo,"['Interior painting', 'History painting']"
0_0573,Vues d'architectures 3,Lucien Hervé,Undated,Modern Art,"['Landscape', 'Cityscape']"
0_0673,Portrait du docteur Le Masle,Lucian Freud,1946,Modern Art,['Portrait']
0_0821,Les trois baigneuses,Raoul Dufy,1919,,
0_0885,Portrait de Madame Carrière,Eugène Carrière,Undated,Realism,['Portrait']
1_0245,Vierge à l'Enfant,Charles Lebrun,1650,Baroque,"['Religious painting', 'History painting']"
1_5858,Vestale Tuscia,Luca Giordano,Circa 1670,Baroque,"['History painting', 'Portrait']"
1_0283,Sibylle de Tibur annonçant à Auguste l'avènement,Pierre de Cortone,Circa 1660,Baroque,"['History painting', 'Portrait']"
2_2836,Déploration du Christ,Jacopo Robusti dit Tintoret,Circa 1580,Baroque,"['History painting', 'Religious painting']"
2_2869,Vierge à l'Enfant servie par des anges,Cornelis de Baellieur le vieux,17th century,Baroque,"['Religious painting', 'History painting']"
2_2871,Le Calvaire,Frans I Francken,16th century (2nd half) - 17th century (1st quarter),Baroque,"['History painting', 'Religious painting']"
2_2913,Noces de Thétis et Pélée,Joachim Wtewael,Circa 1606-1610,Renaissance,"['History painting', 'Portrait']"
0_0562,Galerie ouverte sur une terrasse,Philippe Meusnier,1730,Rococo,"['Landscape', 'Nature morte']"
0_0817,Paysage d'Avila,Raoul Dufy,1949,Art Nouveau,"['Landscape', 'Nature morte']"
0_0692,Chambre des enfants,Jean Bazaine,1937,Art Nouveau,"['Interior painting', 'Landscape']"
0_0694,La femme rousse,Marcel Gromaire,1945,Expressionism,"['Portrait', 'Nude painting']"
0_0696,Les dieux marins,Alfred Manessier,1935,Expressionism,"['Landscape', 'Nature morte']"
0_0699,Composition,Georges Valmier,1926,Expressionism,"['Landscape', 'Nature morte']"
0_0733,La Bête,Etienne Cournault,1928,Expressionism,"['Animal Painting', 'Portrait']"
0_0765,L'enlèvement de Psyché par Zéphyr,Maurice Denis,1907-1908,Art Nouveau,"['History painting', 'Nude painting']"
1_5787,"Les cinquante-trois relais de Tôkaidô, station 14 : Hara",Utagawa Hiroshige,1831 - 1834,Ukiyo-e,"['Landscape', 'History painting']"
1_5783,"Les cinquante-trois relais de Tôkaidô, station 30 : Hamamatsu",Utagawa Hiroshige,1831 - 1834,Ukiyo-e,"['Landscape', 'History painting']"
1_5781,"Les cinquante-trois relais de Tôkaidô, station 50 : Tsuchiyama",Utagawa Hiroshige,1831 - 1834,Ukiyo-e,"['Landscape', 'History painting']"
1_5785,"Les cinquante-trois relais de Tôkaidô, station 29 : Mitsuke",Utagawa Hiroshige,1831 - 1834,Ukiyo-e,"['Landscape', 'History painting']"
1_0111,Portrait de Zélie Courbet,Gustave Courbet,1853,Realism,['Portrait']
1_0363,Saint Jean l'Evangéliste,Matteo Rosselli,Circa 1620-1625,Baroque,"['History painting', 'Portrait']"
0_0705,Nature morte aux poissons,Louis Marcoussis,1927,Expressionism,"['Nature morte', 'Animal Painting']"
1_0377,Les Apprêts du martyre de saint Sébastien,Wenceslas Coebergher,1599,Baroque,"['History painting', 'Religious painting']"
2_2842,"Sainte Famille avec sainte Elisabeth, le petit saint Jean-Baptiste et un ange",Giovanni dit Nosadella Bezzi,Circa 1545-1550,Renaissance,"['History painting', 'Portrait']"
2_2818,La décollation de Saint Jean-Baptiste,Wilheim Stetter,1515,Renaissance,"['History painting', 'Religious painting']"
0_0558,Apparition de la Vierge à San Andrea Corsini l'invitant à accepter l'évêché de Fiesole,Lambert-Sigisbert Adam,1732,Rococo,"['History painting', 'Religious painting']"
0_0833,Paysage breton,Paul Sérusier,1906,Post Impressionism,"['Landscape', 'Nature morte']"
1_0287,Moïse sauvé des eaux,Carlo Cignani,17th century (2nd half) - 18th century (1st quarter) ,Baroque,"['History painting', 'Religious painting']"
0_0737,Le lion et le moucheron,Etienne Cournault,Circa 1930,Expressionism,"['Animal Painting', 'Portrait']"
0_0877,Tête de Christ,Charles-Auguste Sellier,Second half of the 19th century,Baroque,"['Religious painting', 'Portrait']"
0_0883,Maternité,Eugène Carrière,Undated,Realism,"['Portrait', 'Nude painting']"
2_2915,Diane chasseresse,"Paolo, dit Fiammingo",Circa 1592,Renaissance,"['History painting', 'Portrait']"
2_2873,Le Christ au désert servi par des anges,Frans II Francken,17th century,Baroque,"['History painting', 'Religious painting']"
2_2860,Visitation,Noël Bellemare,Late 15th century - Early 16th century,Renaissance,"['History painting', 'Religious painting']"
1_5852,Le départ pour la pêche,Francesco Giuseppe Casanova,Before 1788,Rococo,"['Landscape', 'History painting']"
1_5854,La Chasse,Francesco Giuseppe Casanova,Before 1788,Rococo,"['History painting', 'Animal Painting']"
2_2850,Le Sauveur du monde,Ecole de Léonard de Vinci,Circa 1504,Renaissance,"['History painting', 'Religious painting']"
1_0375,Le Christ ressuscité apparaissant à sa mère,Guido Reni,After 1632,Baroque,"['History painting', 'Religious painting']"
1_0326,Nature morte au petit chien,Benedetto Fioravanti,Mid-17th century,Baroque,"['Nature morte', 'Animal Painting']"
1_0120,Autoportrait,Pierre-Etienne Falconet,Circa 1770,Rococo,['Portrait']
1_0354,La Moisson,Jacob Grimmer,16th century,Renaissance,"['Landscape', 'Nature morte']"
2_2880,Le Christ tombé sous sa croix,Frans II Francken,16th century (last quarter) - 17th century (1st half),Baroque,"['Religious painting', 'History painting']"
1_5862,Entrée du Christ à Jérusalem,Nicolas Poussin,After 1642,Baroque,"['History painting', 'Religious painting']"
0_0572,Vues d'architectures 2,Lucien Hervé,Undated,Art Nouveau,"['Cityscape', 'Landscape']"
0_0574,Vues d'architectures 4,Lucien Hervé,Undated,Art Nouveau,"['Cityscape', 'Landscape']"
0_0703,La tranche de pastèque,Louis Marcoussis,1926,Expressionism,"['Still Life', 'Nature morte']"
2_0466,Portrait de jeune homme,Corneille de Lyon,Circa 1536,Renaissance,['Portrait']
2_0464,Portrait d'homme à la barbe grisonnante,Corneille de Lyon,16th century,Renaissance,['Portrait']
2_2875,Saint Jérôme dans le désert,Maître du fils prodigue,After 1550,Baroque,"['History painting', 'Religious painting']"
2_2846,Christ au roseau,Giovanni Pietro dit Giampietrino Rizzoli,16th century,Renaissance,"['History painting', 'Portrait']"
2_2848,Sainte Catherine d'Alexandrie,Bernardo Zenale,Circa 1500,Renaissance,"['History painting', 'Religious painting']"
0_0958,L'Automne (portrait de Méry Laurent),Edouard Manet,1882,Realism,"['Portrait', 'Nude painting']"
0_0742,Tête d'homme à la cravate,Etienne Cournault,Circa 1925-1930,Expressionism,"['Portrait', 'Nude painting']"
2_0465,"Robert de Lénoncourt, cardinal et archevêque",Corneille de Lyon,16th century,Renaissance,"['Portrait', 'History painting']"
1_0197,L'offrande à l'Amour,Claude Michel,Circa 1765-1768,Rococo,"['History painting', 'Portrait']"
0_0741,Tête d'homme,Etienne Cournault,1930,Expressionism,['Portrait']
