floorNumber_start,paintingId,user_id,duration_seconds,painting_name,artist,date,art_knowledge,art_involvement,visit_rate
1,1_0124,User_17,5.38,Vue de la ville et du port de Dieppe,Eugène Isabey,1842,Low level,No involvement,A few times a year
1,1_0062,User_17,5.14,Paysage de montagne,Gustave Doré,Circa 1870,Low level,No involvement,A few times a year
1,1_0060,User_17,6.54,Jeune fille et la Mort,Henri-Léopold Lévy,1900,Low level,No involvement,A few times a year
1,1_0062,User_17,67.83,Paysage de montagne,Gustave Doré,Circa 1870,Low level,No involvement,A few times a year
1,1_0141,User_17,26.24,Anne et Jehanne,Laura Leroux-Revault,Circa 1894,Low level,No involvement,A few times a year
1,1_0243,User_17,1.36,Vierge et l'Enfant,Pierre Mignard,Circa 1650-1655,Low level,No involvement,A few times a year
1,1_0241,User_17,5.5,La Charité,Philippe de Champaigne,Circa 1635-1636,Low level,No involvement,A few times a year
1,1_0235,User_17,12.31,Portrait équestre de Madame de Saint-Baslemont,Claude Déruet,1646,Low level,No involvement,A few times a year
2,2_2924,User_17,6.2,Vierge à l'Enfant,Antoon van Dyck,1630-1632,Low level,No involvement,A few times a year
2,2_2922,User_17,4.84,Têtes de vieille femme,Jacob Jordaens,Circa 1620,Low level,No involvement,A few times a year
2,2_2930,User_17,5.08,La Continence de Scipion,Cornelis de Vos,Circa 1630,Low level,No involvement,A few times a year
2,2_2932,User_17,5.64,Persée délivrant Andromède,Theodoor Van Thulden,1646,Low level,No involvement,A few times a year
2,2_2936,User_17,1.68,Le Christ après la flagellation,Gérard Seghers,Circa 1620-1625,Low level,No involvement,A few times a year
2,2_2915,User_17,9.55,Diane chasseresse,"Paolo, dit Fiammingo",Circa 1592,Low level,No involvement,A few times a year
2,2_0417,User_17,2.21,Ne me touche pas,"Jan II Brueghel, le jeune",After 1625,Low level,No involvement,A few times a year
2,2_0422,User_17,2.0,Prédiction de saint Jean-Baptiste,Abraham Bloemaert,Circa 1620,Low level,No involvement,A few times a year
2,2_2904,User_17,2.84,Laissez venir à moi les petits enfants,Pieter Pietersz,Circa 1580-1590,Low level,No involvement,A few times a year
2,2_2902,User_17,8.42,Marché avec l'Ecce Homo,Joachim Beuckelaer,Circa 1561,Low level,No involvement,A few times a year
2,2_2900,User_17,25.44,Le Christ chassant les marchands du temple,Jan Sanders Van Hemessen,1556,Low level,No involvement,A few times a year
2,2_2880,User_17,7.26,Le Christ tombé sous sa croix,Frans II Francken,16th century (last quarter) - 17th century (1st half),Low level,No involvement,A few times a year
2,2_2878,User_17,14.96,La passion du Christ,Lucas de Leyde,16th century,Low level,No involvement,A few times a year
2,2_2871,User_17,12.22,Le Calvaire,Frans I Francken,16th century (2nd half) - 17th century (1st quarter),Low level,No involvement,A few times a year
2,2_2867,User_17,5.43,Le mariage mystique de sainte Catherine,Joos Van Cleve,1514,Low level,No involvement,A few times a year
2,2_2831,User_17,4.99,Sainte Famille avec saint Jean et sainte Elisabeth,Jacopino del Conte,16th century,Low level,No involvement,A few times a year
2,2_2836,User_17,0.98,Déploration du Christ,Jacopo Robusti dit Tintoret,Circa 1580,Low level,No involvement,A few times a year
2,2_2801,User_17,9.08,Vierge à l'enfant accompagnée par deux anges,Francesco de Tatti,1512,Low level,No involvement,A few times a year
2,2_2812,User_17,7.25,Saint Jean-Baptiste dans le désert,Giovanni Larciani,1510-1512,Low level,No involvement,A few times a year
0,0_0675,User_17,8.4,La blonde,André Derain,1928,Low level,No involvement,A few times a year
0,0_0776,User_17,7.46,Paysage d'Aix-en-Provence,Francis Gruber,1935,Low level,No involvement,A few times a year
0,0_0824,User_17,4.41,Escale,François Desnoyer,1940,Low level,No involvement,A few times a year
0,0_0969,User_17,3.15,Portrait de Colette Gervex,Henri Gervex,1910,Low level,No involvement,A few times a year
0,0_0861,User_17,24.0,La Toussaint,Emile Friant,1888,Low level,No involvement,A few times a year
0,0_0869,User_17,9.14,La douleur,Emile Friant,1898,Low level,No involvement,A few times a year
0,0_0865,User_17,13.96,La Toussaint,Sylvain Lang,2007,Low level,No involvement,A few times a year
0,0_0890,User_17,12.49,Les Voluptueux,Victor Prouvé,1889,Low level,No involvement,A few times a year
0,0_0739,User_17,2.88,Figure Masque allongé,Etienne Cournault,Circa 1944,Low level,No involvement,A few times a year
0,0_0731,User_17,3.45,Pipe d'eau douce,Etienne Cournault,1927,Low level,No involvement,A few times a year
0,0_5830,User_18,2.53,Les grands Trans-parents,Man Ray,1971,Low level,No involvement,A few times a year
1,1_0387,User_18,2.75,Saint Jérôme,Johann Karl Loth,After 1635,Low level,No involvement,A few times a year
1,1_0385,User_18,7.07,Isaac envoie Esaü à la chasse,Johann Ulrich Loth,After 1637,Low level,No involvement,A few times a year
1,1_5846,User_18,10.85,Le Souffleur à la pipe,D'après Georges de la Tour,17th century,Low level,No involvement,A few times a year
1,1_5845,User_18,4.92,La Femme à la puce,Georges de la Tour,Circa 1632-1635,Low level,No involvement,A few times a year
1,1_0365,User_18,2.23,Archange,Il Volterrano/ Franceschini Baldassare,After 1650,Low level,No involvement,A few times a year
1,1_0363,User_18,12.45,Saint Jean l'Evangéliste,Matteo Rosselli,Circa 1620-1625,Low level,No involvement,A few times a year
1,1_0379,User_18,35.03,La Transfiguration,Pierre-Paul Rubens,1604-1605,Low level,No involvement,A few times a year
1,1_5848,User_18,18.11,Saint Charles Borromée donnant la sainte communion aux pestiférées de Milan,Caspar de Crayer,Circa 1668,Low level,No involvement,A few times a year
1,1_0377,User_18,8.66,Les Apprêts du martyre de saint Sébastien,Wenceslas Coebergher,1599,Low level,No involvement,A few times a year
1,1_0339,User_18,3.15,Fête de village flamand,Josse II de Momper,Undated,Low level,No involvement,A few times a year
1,1_0341,User_18,10.94,Marine,Cavalier Tempesta/Pieter Mulier,After 1660,Low level,No involvement,A few times a year
1,1_0345,User_18,22.05,Paysage d'hiver,Gysbrecht Lytens,After 1600,Low level,No involvement,A few times a year
1,1_0356,User_18,5.1,Les patineurs,Jan Josephsz van Goyen,1649,Low level,No involvement,A few times a year
1,1_0352,User_18,8.6,La Fenaison,Jacob Grimmer,16th century,Low level,No involvement,A few times a year
1,1_0305,User_18,27.34,Fleurs et tapis,Jean-Baptiste Monnoyer,After 1665,Low level,No involvement,A few times a year
1,1_0303,User_18,12.58,L'Automne,Alexandre-François Desportes,Circa 1711-1712,Low level,No involvement,A few times a year
1,1_0301,User_18,4.89,Corbeille de fleurs,Nicolas Baudesson,1673,Low level,No involvement,A few times a year
1,1_0320,User_18,6.95,Fruits d'Italie,Aniello Ascione,17th century (last quarter) - 18th century (1st quarter),Low level,No involvement,A few times a year
1,1_0311,User_18,3.23,Le Déjeuner de poisson,Jacob Fopsen Van Es,Before 1640,Low level,No involvement,A few times a year
1,1_0274,User_18,228.85,Le songe de Jacob,Lodovico Cigoli,1593,Low level,No involvement,A few times a year
1,1_5870,User_18,32.08,Le Ravissement de saint François,Jacque de Bellange,Circa 1600-1605,Low level,No involvement,A few times a year
1,1_5872,User_18,11.23,Les Lamentations sur le Christ mort,Jacque de Bellange,Circa 1602-1604,Low level,No involvement,A few times a year
1,1_5868,User_18,8.72,Saint François de Paule en prière,Charles Mellin,1st half 17th century,Low level,No involvement,A few times a year
1,1_0268,User_18,15.09,Saint Sébastien soigné par sainte Irène,Jean Allemant,Circa 1626-1631,Low level,No involvement,A few times a year
1,1_0266,User_18,19.68,Le Pape Alexandre VII porté à la procession du Corpus Domini,Giovanni Maria Morandi,Circa 1657,Low level,No involvement,A few times a year
1,1_0272,User_18,50.16,La Circoncision,Tommaso Luini,Circa 1632,Low level,No involvement,A few times a year
1,1_5858,User_18,6.17,Vestale Tuscia,Luca Giordano,Circa 1670,Low level,No involvement,A few times a year
1,1_0283,User_18,9.45,Sibylle de Tibur annonçant à Auguste l'avènement,Pierre de Cortone,Circa 1660,Low level,No involvement,A few times a year
1,1_0280,User_18,26.84,Le Baptême du Christ,Jusepe de Ribera,1643,Low level,No involvement,A few times a year
1,1_0276,User_18,4.74,Le Christ au tombeau,Valerio Castello,Circa 1650-1659,Low level,No involvement,A few times a year
1,1_0283,User_18,18.25,Sibylle de Tibur annonçant à Auguste l'avènement,Pierre de Cortone,Circa 1660,Low level,No involvement,A few times a year
1,1_0280,User_18,16.86,Le Baptême du Christ,Jusepe de Ribera,1643,Low level,No involvement,A few times a year
1,1_5866,User_18,9.98,Assomption,Charles de La Fosse,Circa 1682-1686,Low level,No involvement,A few times a year
1,1_5862,User_18,12.82,Entrée du Christ à Jérusalem,Nicolas Poussin,After 1642,Low level,No involvement,A few times a year
1,1_0137,User_18,10.29,Vestales,Jean Raoux,1728,Low level,No involvement,A few times a year
1,1_0187,User_18,91.46,La destruction du palais d'Armide,Charles-Antoine Coypel,1737,Low level,No involvement,A few times a year
1,1_0172,User_18,5.26,La Continence de Scipion,François Lemoyne,1727,Low level,No involvement,A few times a year
1,1_0178,User_18,17.78,L'Ivresse de Silène,Carle Van Loo,1747,Low level,No involvement,A few times a year
1,1_0160,User_18,37.46,Portrait d'un architecte,Jean-François Restout,1734,Low level,No involvement,A few times a year
1,1_0093,User_18,4.82,Les Oiseleurs,Alessandro Magnasco Dit Lissandrino,Circa 1721,Low level,No involvement,A few times a year
1,1_5882,User_18,8.9,Place du Dôme à Pise,Gherardo Poli - Giuseppe Poli,Circa 1730,Low level,No involvement,A few times a year
1,1_0133,User_18,10.12,Tullie faisant passer son char sur le corps de son père,François-Guillaume Ménageot,1765,Low level,No involvement,A few times a year
1,1_5901,User_18,9.98,Escalier de la galerie des Cerfs au Palais ducal de Nancy,Jean-Joseph Thorelle,1838,Low level,No involvement,A few times a year
1,1_0053,User_18,6.19,Charles le Téméraire retrouvé mort après la bataille de Nancy,Auguste Feyen-Perrin,1865,Low level,No involvement,A few times a year
1,1_0060,User_18,11.32,Jeune fille et la Mort,Henri-Léopold Lévy,1900,Low level,No involvement,A few times a year
1,1_0062,User_18,45.89,Paysage de montagne,Gustave Doré,Circa 1870,Low level,No involvement,A few times a year
1,1_0141,User_18,5.32,Anne et Jehanne,Laura Leroux-Revault,Circa 1894,Low level,No involvement,A few times a year
1,1_5896,User_18,8.06,Portrait de Guilbert de Pixerécourt,Sophie Bertaud-Cheradame,1822,Low level,No involvement,A few times a year
1,1_0218,User_18,3.36,Baptême du centurion Corneille à Césarée,Aubin Vouet,Circa 1639,Low level,No involvement,A few times a year
1,1_0220,User_18,15.72,L'Amour qui se venge,Simon Vouet,Circa 1634,Low level,No involvement,A few times a year
1,1_0235,User_18,7.93,Portrait équestre de Madame de Saint-Baslemont,Claude Déruet,1646,Low level,No involvement,A few times a year
2,2_2924,User_18,7.76,Vierge à l'Enfant,Antoon van Dyck,1630-1632,Low level,No involvement,A few times a year
2,2_2936,User_18,9.62,Le Christ après la flagellation,Gérard Seghers,Circa 1620-1625,Low level,No involvement,A few times a year
2,2_2932,User_18,7.87,Persée délivrant Andromède,Theodoor Van Thulden,1646,Low level,No involvement,A few times a year
2,2_2915,User_18,6.49,Diane chasseresse,"Paolo, dit Fiammingo",Circa 1592,Low level,No involvement,A few times a year
2,2_2904,User_18,7.42,Laissez venir à moi les petits enfants,Pieter Pietersz,Circa 1580-1590,Low level,No involvement,A few times a year
2,2_2902,User_18,0.97,Marché avec l'Ecce Homo,Joachim Beuckelaer,Circa 1561,Low level,No involvement,A few times a year
2,2_2900,User_18,11.09,Le Christ chassant les marchands du temple,Jan Sanders Van Hemessen,1556,Low level,No involvement,A few times a year
2,2_0459,User_18,13.02,Portrait d'Antoine de Ville,Atelier d'Hugues de Lafaye,Undated,Low level,No involvement,A few times a year
2,2_0467,User_18,8.34,Portrait du comte de Nanteuil,Corneille de Lyon,16th century,Low level,No involvement,A few times a year
2,2_2871,User_18,9.33,Le Calvaire,Frans I Francken,16th century (2nd half) - 17th century (1st quarter),Low level,No involvement,A few times a year
2,2_2869,User_18,4.9,Vierge à l'Enfant servie par des anges,Cornelis de Baellieur le vieux,17th century,Low level,No involvement,A few times a year
2,2_2831,User_18,1.73,Sainte Famille avec saint Jean et sainte Elisabeth,Jacopino del Conte,16th century,Low level,No involvement,A few times a year
2,2_2836,User_18,0.88,Déploration du Christ,Jacopo Robusti dit Tintoret,Circa 1580,Low level,No involvement,A few times a year
2,2_0527,User_18,21.03,Déposition de croix avec Joseph d'Arimthie,Maître du Saint-Sang,First quarter of the 16th century,Low level,No involvement,A few times a year
2,2_2797,User_18,6.83,Sainte Catherine,Pseudo-Gioverone,16th century,Low level,No involvement,A few times a year
0,0_0675,User_18,5.8,La blonde,André Derain,1928,Low level,No involvement,A few times a year
0,0_0824,User_18,5.02,Escale,François Desnoyer,1940,Low level,No involvement,A few times a year
0,0_0969,User_18,9.66,Portrait de Colette Gervex,Henri Gervex,1910,Low level,No involvement,A few times a year
0,0_0967,User_18,3.1,L'Allée ombragée,Charles de Meixmoron de Dombasle,1880 ou 1886,Low level,No involvement,A few times a year
0,0_0865,User_18,22.23,La Toussaint,Sylvain Lang,2007,Low level,No involvement,A few times a year
0,0_0890,User_18,6.98,Les Voluptueux,Victor Prouvé,1889,Low level,No involvement,A few times a year
0,0_0934,User_18,4.19,Femme lisant,Henri Lebasque,Circa 1920,Low level,No involvement,A few times a year
0,0_0733,User_18,1.23,La Bête,Etienne Cournault,1928,Low level,No involvement,A few times a year
0,0_0731,User_18,8.21,Pipe d'eau douce,Etienne Cournault,1927,Low level,No involvement,A few times a year
0,0_0699,User_18,3.88,Composition,Georges Valmier,1926,Low level,No involvement,A few times a year
0,0_0689,User_18,6.7,Dans un jardin zen,Georges Noël,1984,Low level,No involvement,A few times a year
0,0_0680,User_18,,"DIJ VII - VI 1,2,3",Julije Knifer,1990,Low level,No involvement,A few times a year
0,0_0680,User_19,40.57,"DIJ VII - VI 1,2,3",Julije Knifer,1990,General level,No involvement,A few times a year
0,0_0689,User_19,36.89,Dans un jardin zen,Georges Noël,1984,General level,No involvement,A few times a year
0,0_0718,User_19,9.38,Les dentellières de Burano,Georges Dayez,1951-1959,General level,No involvement,A few times a year
0,0_0731,User_19,7.3,Pipe d'eau douce,Etienne Cournault,1927,General level,No involvement,A few times a year
0,0_0733,User_19,3.85,La Bête,Etienne Cournault,1928,General level,No involvement,A few times a year
0,0_0894,User_19,12.24,Travaux de nuit sur la voie publique,Luigi Loir,1902,General level,No involvement,A few times a year
0,0_0890,User_19,7.08,Les Voluptueux,Victor Prouvé,1889,General level,No involvement,A few times a year
0,0_0861,User_19,64.81,La Toussaint,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0869,User_19,5.06,La douleur,Emile Friant,1898,General level,No involvement,A few times a year
0,0_0841,User_19,4.99,Les Amoureux,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0845,User_19,4.97,Le Travail du lundi,Emile Friant,1884,General level,No involvement,A few times a year
0,0_0890,User_19,27.05,Les Voluptueux,Victor Prouvé,1889,General level,No involvement,A few times a year
0,0_0861,User_19,156.29,La Toussaint,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0847,User_19,17.93,Autoportrait,Emile Friant,1895,General level,No involvement,A few times a year
0,0_0848,User_19,3.31,Autoportrait,Emile Friant,1887,General level,No involvement,A few times a year
0,0_0848,User_19,49.99,Autoportrait,Emile Friant,1887,General level,No involvement,A few times a year
0,0_0851,User_19,-344.99,Le Sculpteur Bussière dans son atelier,Emile Friant,Circa 1884,General level,No involvement,A few times a year
0,0_0853,User_19,39.85,Jeune Nancéienne dans un paysage de neige,Emile Friant,1887,General level,No involvement,A few times a year
0,0_0841,User_19,27.75,Les Amoureux,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0853,User_19,22.88,Jeune Nancéienne dans un paysage de neige,Emile Friant,1887,General level,No involvement,A few times a year
0,0_0855,User_19,4.93,Portrait de Madame Lebeau,Emile Friant,1889,General level,No involvement,A few times a year
0,0_0855,User_19,5.79,Portrait de Madame Lebeau,Emile Friant,1889,General level,No involvement,A few times a year
0,0_0841,User_19,32.03,Les Amoureux,Emile Friant,1888,General level,No involvement,A few times a year
0,0_0821,User_19,3.65,Les trois baigneuses,Raoul Dufy,1919,General level,No involvement,A few times a year
0,0_0824,User_19,5.03,Escale,François Desnoyer,1940,General level,No involvement,A few times a year
0,0_0821,User_19,13.27,Les trois baigneuses,Raoul Dufy,1919,General level,No involvement,A few times a year
0,0_0819,User_19,6.52,Port de Toulon,Achille Emile Othon Friesz,1927,General level,No involvement,A few times a year
0,0_0817,User_19,12.7,Paysage d'Avila,Raoul Dufy,1949,General level,No involvement,A few times a year
0,0_0787,User_19,54.49,Environs de Dijon,Georges Rohner,1938,General level,No involvement,A few times a year
0,0_0781,User_19,5.74,Femme sur un canapé,Francis Gruber,1945,General level,No involvement,A few times a year
0,0_0772,User_19,7.78,Autoportrait,Francis Gruber,1942,General level,No involvement,A few times a year
0,0_0826,User_19,29.61,Le lancement du filet,Suzanne Valadon,1914,General level,No involvement,A few times a year
0,0_0772,User_19,1.2,Autoportrait,Francis Gruber,1942,General level,No involvement,A few times a year
0,0_0824,User_19,5.41,Escale,François Desnoyer,1940,General level,No involvement,A few times a year
0,0_0967,User_19,9.18,L'Allée ombragée,Charles de Meixmoron de Dombasle,1880 ou 1886,General level,No involvement,A few times a year
1,1_0976,User_19,30.2,Soir de 14 juillet,Charles Wittman,1910,General level,No involvement,A few times a year
1,1_0978,User_19,96.15,Job,Jules Bastien-Lepage,Circa 1876-1877,General level,No involvement,A few times a year
1,1_0987,User_19,4.98,Les jours heureux/L'enfant couronné de fleurs ,Emile Friant,1895,General level,No involvement,A few times a year
1,1_0985,User_19,31.81,Les jours heureux/L'enfant endormi ,Emile Friant,1895,General level,No involvement,A few times a year
1,1_0987,User_19,33.16,Les jours heureux/L'enfant couronné de fleurs ,Emile Friant,1895,General level,No involvement,A few times a year
1,1_0985,User_19,8.51,Les jours heureux/L'enfant endormi ,Emile Friant,1895,General level,No involvement,A few times a year
1,1_0987,User_19,75.44,Les jours heureux/L'enfant couronné de fleurs ,Emile Friant,1895,General level,No involvement,A few times a year
1,1_0983,User_19,18.68,Ophélie,Jules Bastien-Lepage,1881,General level,No involvement,A few times a year
1,1_5909,User_19,8.96,Portrait de Lucien Wiener dans son atelier,Victor Prouvé,1890,General level,No involvement,A few times a year
1,1_5913,User_19,9.05,Nurmahal,Victor Prouvé,1886,General level,No involvement,A few times a year
1,1_5917,User_19,5.03,Repos d'Arabes,Charles-Théodore Frère,1848,General level,No involvement,A few times a year
1,1_5915,User_19,4.78,Restaurant en plein vent à Ain-Sefra,Marie-Aimée-Eliane Lucas-Robiquet,Second half of the 19th century - First half of the 20th century,General level,No involvement,A few times a year
1,1_5913,User_19,7.85,Nurmahal,Victor Prouvé,1886,General level,No involvement,A few times a year
1,1_5928,User_19,32.65,Ellipse orange évidée par sept disques,Felice Varini,2000,General level,No involvement,A few times a year
1,1_0060,User_19,49.62,Jeune fille et la Mort,Henri-Léopold Lévy,1900,General level,No involvement,A few times a year
1,1_0124,User_19,6.35,Vue de la ville et du port de Dieppe,Eugène Isabey,1842,General level,No involvement,A few times a year
1,1_5899,User_19,0.42,Episode du siège de Metz,Charles-Laurent Maréchal,1835,General level,No involvement,A few times a year
1,1_0053,User_19,14.48,Charles le Téméraire retrouvé mort après la bataille de Nancy,Auguste Feyen-Perrin,1865,General level,No involvement,A few times a year
1,1_5905,User_19,6.39,Portrait d'Elisabeth-Charlotte de Bavière,Nicolas Larguillière,Circa 1678,General level,No involvement,A few times a year
1,1_0150,User_19,19.21,Portrait présumé d'Emilie Charton,Adolf Ulrick Wertmüller,1781,General level,No involvement,A few times a year
1,1_0082,User_19,6.6,Le Jour ou Le Triomphe d'Apollon,Gregorio Guglielmi,Circa 1767-1768,General level,No involvement,A few times a year
1,1_5880,User_19,12.5,Scènes de carnaval 2,Bartolomeo Bianchini,After 1701,General level,No involvement,A few times a year
1,1_0174,User_19,237.64,Le repos de Diane,Jean-François de Troy,1726,General level,No involvement,A few times a year
1,1_0176,User_19,2.61,Junon ordonne à Eole de détruire la flotte d'Enée,Samuel Massé,1727,General level,No involvement,A few times a year
1,1_0172,User_19,2.64,La Continence de Scipion,François Lemoyne,1727,General level,No involvement,A few times a year
1,1_0178,User_19,12.05,L'Ivresse de Silène,Carle Van Loo,1747,General level,No involvement,A few times a year
1,1_0187,User_19,10.04,La destruction du palais d'Armide,Charles-Antoine Coypel,1737,General level,No involvement,A few times a year
1,1_0183,User_19,2.11,La Rencontre de Didon et Enée,Anonyme,Circa 1750-1760,General level,No involvement,A few times a year
1,1_0176,User_19,3.34,Junon ordonne à Eole de détruire la flotte d'Enée,Samuel Massé,1727,General level,No involvement,A few times a year
1,1_0174,User_19,42.41,Le repos de Diane,Jean-François de Troy,1726,General level,No involvement,A few times a year
1,1_0172,User_19,2.7,La Continence de Scipion,François Lemoyne,1727,General level,No involvement,A few times a year
1,1_0174,User_19,54.5,Le repos de Diane,Jean-François de Troy,1726,General level,No involvement,A few times a year
1,1_0176,User_19,17.67,Junon ordonne à Eole de détruire la flotte d'Enée,Samuel Massé,1727,General level,No involvement,A few times a year
1,1_0172,User_19,1.93,La Continence de Scipion,François Lemoyne,1727,General level,No involvement,A few times a year
1,1_0174,User_19,79.2,Le repos de Diane,Jean-François de Troy,1726,General level,No involvement,A few times a year
1,1_0193,User_19,5.29,Aurore et Céphale,François Boucher,1733,General level,No involvement,A few times a year
1,1_0187,User_19,328.38,La destruction du palais d'Armide,Charles-Antoine Coypel,1737,General level,No involvement,A few times a year
1,1_0272,User_19,2.01,La Circoncision,Tommaso Luini,Circa 1632,General level,No involvement,A few times a year
1,1_0266,User_19,4.8,Le Pape Alexandre VII porté à la procession du Corpus Domini,Giovanni Maria Morandi,Circa 1657,General level,No involvement,A few times a year
1,1_0301,User_19,2.37,Corbeille de fleurs,Nicolas Baudesson,1673,General level,No involvement,A few times a year
1,1_0303,User_19,5.52,L'Automne,Alexandre-François Desportes,Circa 1711-1712,General level,No involvement,A few times a year
1,1_0311,User_19,0.59,Le Déjeuner de poisson,Jacob Fopsen Van Es,Before 1640,General level,No involvement,A few times a year
1,1_0309,User_19,14.99,Etude de faucons,Pieter Boel,Circa 1669-1671,General level,No involvement,A few times a year
1,1_0307,User_19,0.44,Memento Mori,Nicolas-Henry Jeaurat de Bertry,After 1756,General level,No involvement,A few times a year
1,1_0358,User_19,4.03,Le Torrent,David II Teniers,Circa 1640,General level,No involvement,A few times a year
1,1_0379,User_19,68.0,La Transfiguration,Pierre-Paul Rubens,1604-1605,General level,No involvement,A few times a year
1,1_0370,User_19,14.21,L'Annonciation,Frans II Pourbus dit Le Jeune,1619,General level,No involvement,A few times a year
1,1_0377,User_19,2.64,Les Apprêts du martyre de saint Sébastien,Wenceslas Coebergher,1599,General level,No involvement,A few times a year
1,1_0375,User_19,8.88,Le Christ ressuscité apparaissant à sa mère,Guido Reni,After 1632,General level,No involvement,A few times a year
1,1_0368,User_19,12.16,L'Annonciation,Federico Barocci,Circa 1596-1612,General level,No involvement,A few times a year
1,1_5845,User_19,17.82,La Femme à la puce,Georges de la Tour,Circa 1632-1635,General level,No involvement,A few times a year
1,1_5846,User_19,9.61,Le Souffleur à la pipe,D'après Georges de la Tour,17th century,General level,No involvement,A few times a year
1,1_0365,User_19,6.79,Archange,Il Volterrano/ Franceschini Baldassare,After 1650,General level,No involvement,A few times a year
1,1_0368,User_19,3.83,L'Annonciation,Federico Barocci,Circa 1596-1612,General level,No involvement,A few times a year
1,1_5845,User_19,25.0,La Femme à la puce,Georges de la Tour,Circa 1632-1635,General level,No involvement,A few times a year
1,1_0266,User_19,2.89,Le Pape Alexandre VII porté à la procession du Corpus Domini,Giovanni Maria Morandi,Circa 1657,General level,No involvement,A few times a year
1,1_5874,User_19,4.91,La Joie de vivre,Victor Prouvé,1904,General level,No involvement,A few times a year
1,1_5876,User_19,208.18,L'Ile heureuse,Victor Prouvé,1902,General level,No involvement,A few times a year
1,1_5874,User_19,11.85,La Joie de vivre,Victor Prouvé,1904,General level,No involvement,A few times a year
1,1_5876,User_19,55.03,L'Ile heureuse,Victor Prouvé,1902,General level,No involvement,A few times a year
0,0_0570,User_20,6.66,Sans titre,André Cadéré,1969,Low level,No involvement,A few times a year
0,0_0334,User_20,4.05,Paysage,Max Pechstein,1912,Low level,No involvement,A few times a year
0,0_0821,User_20,2.28,Les trois baigneuses,Raoul Dufy,1919,Low level,No involvement,A few times a year
0,0_0826,User_20,2.78,Le lancement du filet,Suzanne Valadon,1914,Low level,No involvement,A few times a year
0,0_0890,User_20,22.74,Les Voluptueux,Victor Prouvé,1889,Low level,No involvement,A few times a year
0,0_0301,User_20,6.55,Cathédrale de Rouen,Pierre Dumont,Circa 1925,Low level,No involvement,A few times a year
0,0_0924,User_20,5.32,Paysage du midi,Moïse Kisling,Before 1937,Low level,No involvement,A few times a year
0,0_0932,User_20,7.81,Femmes au piano,Pierre Laprade,Circa 1907,Low level,No involvement,A few times a year
0,0_0865,User_20,22.02,La Toussaint,Sylvain Lang,2007,Low level,No involvement,A few times a year
0,0_0861,User_20,45.9,La Toussaint,Emile Friant,1888,Low level,No involvement,A few times a year
0,0_0869,User_20,2.22,La douleur,Emile Friant,1898,Low level,No involvement,A few times a year
0,0_0841,User_20,20.57,Les Amoureux,Emile Friant,1888,Low level,No involvement,A few times a year
0,0_0843,User_20,17.72,Après l'enterrement,Camille Martin,1889,Low level,No involvement,A few times a year
0,0_0851,User_20,4.87,Le Sculpteur Bussière dans son atelier,Emile Friant,Circa 1884,Low level,No involvement,A few times a year
0,0_0847,User_20,3.4,Autoportrait,Emile Friant,1895,Low level,No involvement,A few times a year
0,0_0848,User_20,8.81,Autoportrait,Emile Friant,1887,Low level,No involvement,A few times a year
0,0_0879,User_20,21.08,Chant du soir,Alphonse Osbert,1906,Low level,No involvement,A few times a year
0,0_0887,User_20,1.37,Nymphe,Henri Royer,1893,Low level,No involvement,A few times a year
0,0_0883,User_20,8.51,Maternité,Eugène Carrière,Undated,Low level,No involvement,A few times a year
0,0_0887,User_20,10.59,Nymphe,Henri Royer,1893,Low level,No involvement,A few times a year
1,1_0987,User_20,7.65,Les jours heureux/L'enfant couronné de fleurs ,Emile Friant,1895,Low level,No involvement,A few times a year
1,1_0985,User_20,19.44,Les jours heureux/L'enfant endormi ,Emile Friant,1895,Low level,No involvement,A few times a year
1,1_0983,User_20,52.68,Ophélie,Jules Bastien-Lepage,1881,Low level,No involvement,A few times a year
1,1_0981,User_20,11.77,Portrait d'Emile Bastien-Lepage,Jules Bastien-Lepage,Undated,Low level,No involvement,A few times a year
1,1_0983,User_20,11.64,Ophélie,Jules Bastien-Lepage,1881,Low level,No involvement,A few times a year
1,1_0978,User_20,1.14,Job,Jules Bastien-Lepage,Circa 1876-1877,Low level,No involvement,A few times a year
1,1_0976,User_20,4.3,Soir de 14 juillet,Charles Wittman,1910,Low level,No involvement,A few times a year
1,1_5909,User_20,11.58,Portrait de Lucien Wiener dans son atelier,Victor Prouvé,1890,Low level,No involvement,A few times a year
1,1_5781,User_20,5.16,"Les cinquante-trois relais de Tôkaidô, station 50 : Tsuchiyama",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_5775,User_20,18.56,Panneau décoratif ovale : deux dragons gardant la perle sacrée,Anonyme,Undated,Low level,No involvement,A few times a year
1,1_5911,User_20,1.98,Gitane,Aimé-Nicolas Morot,Before 1913,Low level,No involvement,A few times a year
1,1_5913,User_20,5.6,Nurmahal,Victor Prouvé,1886,Low level,No involvement,A few times a year
1,1_5915,User_20,6.93,Restaurant en plein vent à Ain-Sefra,Marie-Aimée-Eliane Lucas-Robiquet,Second half of the 19th century - First half of the 20th century,Low level,No involvement,A few times a year
