floorNumber_start,paintingId,user_id,duration_seconds,painting_name,artist,date,art_knowledge,art_involvement,visit_rate
1,1_0266,User_29,19.86,Le Pape Alexandre VII porté à la procession du Corpus Domini,Giovanni Maria Morandi,Circa 1657,General level,No involvement,One or more times a month
1,1_0268,User_29,15.0,Saint Sébastien soigné par sainte Irène,Jean Allemant,Circa 1626-1631,General level,No involvement,One or more times a month
1,1_5868,User_29,2.65,Saint François de Paule en prière,Charles Mellin,1st half 17th century,General level,No involvement,One or more times a month
1,1_0268,User_29,24.32,Saint Sébastien soigné par sainte Irène,Jean Allemant,Circa 1626-1631,General level,No involvement,One or more times a month
1,1_5870,User_29,24.82,Le Ravissement de saint François,Jacque de Bellange,Circa 1600-1605,General level,No involvement,One or more times a month
1,1_5872,User_29,5.02,Les Lamentations sur le Christ mort,Jacque de Bellange,Circa 1602-1604,General level,No involvement,One or more times a month
1,1_0274,User_29,7.94,Le songe de Jacob,Lodovico Cigoli,1593,General level,No involvement,One or more times a month
1,1_0303,User_29,7.03,L'Automne,Alexandre-François Desportes,Circa 1711-1712,General level,No involvement,One or more times a month
1,1_0379,User_29,28.83,La Transfiguration,Pierre-Paul Rubens,1604-1605,General level,No involvement,One or more times a month
1,1_5848,User_29,19.59,Saint Charles Borromée donnant la sainte communion aux pestiférées de Milan,Caspar de Crayer,Circa 1668,General level,No involvement,One or more times a month
1,1_0370,User_29,22.89,L'Annonciation,Frans II Pourbus dit Le Jeune,1619,General level,No involvement,One or more times a month
1,1_0368,User_29,6.63,L'Annonciation,Federico Barocci,Circa 1596-1612,General level,No involvement,One or more times a month
1,1_0222,User_29,21.04,Nymphe essayant les flèches de l'Amour,Simon Vouet,Circa 1635,General level,No involvement,One or more times a month
1,1_0220,User_29,6.61,L'Amour qui se venge,Simon Vouet,Circa 1634,General level,No involvement,One or more times a month
1,1_0220,User_29,5.17,L'Amour qui se venge,Simon Vouet,Circa 1634,General level,No involvement,One or more times a month
1,1_0228,User_29,11.5,La Déposition de croix,Anonyme Français,17th century,General level,No involvement,One or more times a month
1,1_0235,User_29,62.16,Portrait équestre de Madame de Saint-Baslemont,Claude Déruet,1646,General level,No involvement,One or more times a month
1,1_0241,User_29,5.14,La Charité,Philippe de Champaigne,Circa 1635-1636,General level,No involvement,One or more times a month
1,1_0243,User_29,6.46,Vierge et l'Enfant,Pierre Mignard,Circa 1650-1655,General level,No involvement,One or more times a month
1,1_0368,User_29,4.21,L'Annonciation,Federico Barocci,Circa 1596-1612,General level,No involvement,One or more times a month
2,2_2930,User_29,33.21,La Continence de Scipion,Cornelis de Vos,Circa 1630,General level,No involvement,One or more times a month
2,2_2932,User_29,31.84,Persée délivrant Andromède,Theodoor Van Thulden,1646,General level,No involvement,One or more times a month
2,2_2934,User_29,24.95,Andromède attachée au rocher,Frans Wouters,After 1634,General level,No involvement,One or more times a month
2,2_2936,User_29,16.0,Le Christ après la flagellation,Gérard Seghers,Circa 1620-1625,General level,No involvement,One or more times a month
2,2_0417,User_29,68.85,Ne me touche pas,"Jan II Brueghel, le jeune",After 1625,General level,No involvement,One or more times a month
2,2_0422,User_29,40.07,Prédiction de saint Jean-Baptiste,Abraham Bloemaert,Circa 1620,General level,No involvement,One or more times a month
2,2_2904,User_29,12.99,Laissez venir à moi les petits enfants,Pieter Pietersz,Circa 1580-1590,General level,No involvement,One or more times a month
2,2_2900,User_29,1.16,Le Christ chassant les marchands du temple,Jan Sanders Van Hemessen,1556,General level,No involvement,One or more times a month
2,2_2902,User_29,1.06,Marché avec l'Ecce Homo,Joachim Beuckelaer,Circa 1561,General level,No involvement,One or more times a month
2,2_2878,User_29,7.55,La passion du Christ,Lucas de Leyde,16th century,General level,No involvement,One or more times a month
2,2_2871,User_29,16.97,Le Calvaire,Frans I Francken,16th century (2nd half) - 17th century (1st quarter),General level,No involvement,One or more times a month
2,2_2869,User_29,5.25,Vierge à l'Enfant servie par des anges,Cornelis de Baellieur le vieux,17th century,General level,No involvement,One or more times a month
2,2_2867,User_29,24.53,Le mariage mystique de sainte Catherine,Joos Van Cleve,1514,General level,No involvement,One or more times a month
2,2_2827,User_29,4.98,Pietà avec des anges,Frederico Zuccaro,Circa 1570,General level,No involvement,One or more times a month
2,2_2829,User_29,4.02,La Sainte Trinité,Giorgio Vasari,Circa 1558,General level,No involvement,One or more times a month
2,2_2824,User_29,4.81,L'Apparition du Christ à Marie-Madeleine,Wilheim Stetter,1523,General level,No involvement,One or more times a month
2,2_2822,User_29,8.13,La Mise au tombeau,Wilheim Stetter,1536,General level,No involvement,One or more times a month
2,2_2818,User_29,2.0,La décollation de Saint Jean-Baptiste,Wilheim Stetter,1515,General level,No involvement,One or more times a month
2,2_2840,User_29,0.11,L'Enlèvement d'Hélène,Mathis Gerung,1530-1531,General level,No involvement,One or more times a month
2,2_2859,User_29,9.53,Présentation de la Vierge au Temple,Noël Bellemare,Late 15th century - Early 16th century,General level,No involvement,One or more times a month
2,2_2809,User_29,15.0,"Vierge à l'Enfant, saint Jean et deux anges",Pérugin,Circa 1505,General level,No involvement,One or more times a month
2,2_2801,User_29,9.8,Vierge à l'enfant accompagnée par deux anges,Francesco de Tatti,1512,General level,No involvement,One or more times a month
2,2_2799,User_29,5.12,Sainte Lucie,Pseudo-Gioverone,Circa 1510,General level,No involvement,One or more times a month
2,2_2797,User_29,9.6,Sainte Catherine,Pseudo-Gioverone,16th century,General level,No involvement,One or more times a month
2,2_2852,User_29,15.96,Vierge à l'Enfant,Taddeo di Bartolo,Circa 1396-1397,General level,No involvement,One or more times a month
2,2_0527,User_29,37.92,Déposition de croix avec Joseph d'Arimthie,Maître du Saint-Sang,First quarter of the 16th century,General level,No involvement,One or more times a month
0,0_5830,User_29,4.93,Les grands Trans-parents,Man Ray,1971,General level,No involvement,One or more times a month
0,0_0562,User_29,4.9,Galerie ouverte sur une terrasse,Philippe Meusnier,1730,General level,No involvement,One or more times a month
0,0_0570,User_30,4.8,Sans titre,André Cadéré,1969,Low level,No involvement,A few times a year
0,0_0572,User_30,1.03,Vues d'architectures 2,Lucien Hervé,Undated,Low level,No involvement,A few times a year
0,0_0577,User_30,21.61,"Assemblage Konshie II, polish village",Franck Stella,1971,Low level,No involvement,A few times a year
0,0_0668,User_30,4.23,Le Grand Char,Frédéric Coché,2010,Low level,No involvement,A few times a year
0,0_0670,User_30,10.17,Anamorphose,Frédéric Coché,2010,Low level,No involvement,A few times a year
0,0_0680,User_30,10.03,"DIJ VII - VI 1,2,3",Julije Knifer,1990,Low level,No involvement,A few times a year
0,0_0678,User_30,25.89,Dante et Virgile,Gérard Garouste,1986,Low level,No involvement,A few times a year
0,0_0720,User_30,1.5,La Veillée,Edouard Pignon,1937,Low level,No involvement,A few times a year
0,0_0692,User_30,7.56,Chambre des enfants,Jean Bazaine,1937,Low level,No involvement,A few times a year
0,0_0694,User_30,10.1,La femme rousse,Marcel Gromaire,1945,Low level,No involvement,A few times a year
0,0_0696,User_30,9.64,Les dieux marins,Alfred Manessier,1935,Low level,No involvement,A few times a year
0,0_0701,User_30,19.47,Le dé,Juan Gris,1922,Low level,No involvement,A few times a year
0,0_0703,User_30,15.51,La tranche de pastèque,Louis Marcoussis,1926,Low level,No involvement,A few times a year
0,0_0705,User_30,5.66,Nature morte aux poissons,Louis Marcoussis,1927,Low level,No involvement,A few times a year
0,0_0894,User_30,19.76,Travaux de nuit sur la voie publique,Luigi Loir,1902,Low level,No involvement,A few times a year
0,0_0890,User_30,5.75,Les Voluptueux,Victor Prouvé,1889,Low level,No involvement,A few times a year
0,0_0887,User_30,8.19,Nymphe,Henri Royer,1893,Low level,No involvement,A few times a year
0,0_0879,User_30,37.29,Chant du soir,Alphonse Osbert,1906,Low level,No involvement,A few times a year
0,0_0875,User_30,8.97,Femme à la perle,Charles-Auguste Sellier,Circa 1875,Low level,No involvement,A few times a year
0,0_0855,User_30,13.38,Portrait de Madame Lebeau,Emile Friant,1889,Low level,No involvement,A few times a year
0,0_0853,User_30,29.32,Jeune Nancéienne dans un paysage de neige,Emile Friant,1887,Low level,No involvement,A few times a year
0,0_0848,User_30,0.41,Autoportrait,Emile Friant,1887,Low level,No involvement,A few times a year
0,0_0847,User_30,16.37,Autoportrait,Emile Friant,1895,Low level,No involvement,A few times a year
0,0_0851,User_30,4.95,Le Sculpteur Bussière dans son atelier,Emile Friant,Circa 1884,Low level,No involvement,A few times a year
0,0_0845,User_30,7.97,Le Travail du lundi,Emile Friant,1884,Low level,No involvement,A few times a year
0,0_0869,User_30,14.96,La douleur,Emile Friant,1898,Low level,No involvement,A few times a year
0,0_0843,User_30,5.87,Après l'enterrement,Camille Martin,1889,Low level,No involvement,A few times a year
0,0_0841,User_30,2.04,Les Amoureux,Emile Friant,1888,Low level,No involvement,A few times a year
0,0_0824,User_30,15.04,Escale,François Desnoyer,1940,Low level,No involvement,A few times a year
0,0_0821,User_30,3.83,Les trois baigneuses,Raoul Dufy,1919,Low level,No involvement,A few times a year
0,0_0819,User_30,0.16,Port de Toulon,Achille Emile Othon Friesz,1927,Low level,No involvement,A few times a year
0,0_0815,User_30,4.88,"Le souk aux tapis, Marrakech",Jacques Majorelle,1924,Low level,No involvement,A few times a year
0,0_0813,User_30,10.47,"Ighil n'oro, le Mellah",Jacques Majorelle,1922,Low level,No involvement,A few times a year
0,0_0815,User_30,5.93,"Le souk aux tapis, Marrakech",Jacques Majorelle,1924,Low level,No involvement,A few times a year
0,0_0334,User_30,0.49,Paysage,Max Pechstein,1912,Low level,No involvement,A few times a year
0,0_0789,User_30,24.87,Paysage de neige,André Marchand,1940,Low level,No involvement,A few times a year
0,0_0787,User_30,9.88,Environs de Dijon,Georges Rohner,1938,Low level,No involvement,A few times a year
0,0_0785,User_30,27.41,Paysage,Francis Gruber,1935,Low level,No involvement,A few times a year
0,0_0803,User_30,11.45,"La Seine au Pont-Neuf, effet de brouillard",Albert Marquet,1906,Low level,No involvement,A few times a year
0,0_0809,User_30,5.04,Sainte-Adresse. Nuit,Raoul Dufy,Circa 1924-1925,Low level,No involvement,A few times a year
0,0_0960,User_30,35.38,Jeune femme assise,Hippolyte Petitjean,1892,Low level,No involvement,A few times a year
0,0_0353,User_30,7.12,Coin de jardin,Jules Antoine Voirin,19th century,Low level,No involvement,A few times a year
0,0_0356,User_30,8.2,Paysage de Diénay,Charles de Meixmoron de Dombasle,Second half of the 19th century,Low level,No involvement,A few times a year
0,0_0969,User_30,7.33,Portrait de Colette Gervex,Henri Gervex,1910,Low level,No involvement,A few times a year
0,0_0861,User_30,31.48,La Toussaint,Emile Friant,1888,Low level,No involvement,A few times a year
0,0_0301,User_30,4.82,Cathédrale de Rouen,Pierre Dumont,Circa 1925,Low level,No involvement,A few times a year
0,0_0912,User_30,20.12,Moselle à Liverdun,Victor Guillaume,1922,Low level,No involvement,A few times a year
0,0_0302,User_30,6.9,Vannes vue de Langles,Jean Frélaut,1922,Low level,No involvement,A few times a year
0,0_0924,User_30,4.63,Paysage du midi,Moïse Kisling,Before 1937,Low level,No involvement,A few times a year
0,0_0300,User_30,3.67,Quai des orfèvres à Paris,Marie-Louise Siméon,Before 1937,Low level,No involvement,A few times a year
1,1_0987,User_30,3.41,Les jours heureux/L'enfant couronné de fleurs ,Emile Friant,1895,Low level,No involvement,A few times a year
1,1_0985,User_30,6.94,Les jours heureux/L'enfant endormi ,Emile Friant,1895,Low level,No involvement,A few times a year
1,1_0987,User_30,10.12,Les jours heureux/L'enfant couronné de fleurs ,Emile Friant,1895,Low level,No involvement,A few times a year
1,1_0978,User_30,3.68,Job,Jules Bastien-Lepage,Circa 1876-1877,Low level,No involvement,A few times a year
1,1_0976,User_30,8.46,Soir de 14 juillet,Charles Wittman,1910,Low level,No involvement,A few times a year
1,1_5787,User_30,8.67,"Les cinquante-trois relais de Tôkaidô, station 14 : Hara",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_5785,User_30,9.96,"Les cinquante-trois relais de Tôkaidô, station 29 : Mitsuke",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_5787,User_30,5.65,"Les cinquante-trois relais de Tôkaidô, station 14 : Hara",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_5785,User_30,4.23,"Les cinquante-trois relais de Tôkaidô, station 29 : Mitsuke",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_5783,User_30,9.72,"Les cinquante-trois relais de Tôkaidô, station 30 : Hamamatsu",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_5781,User_30,5.05,"Les cinquante-trois relais de Tôkaidô, station 50 : Tsuchiyama",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_0016,User_30,4.8,Portrait d'Edmond de Goncourt,Jean-François Raffaëlli,1888,Low level,No involvement,A few times a year
1,1_5781,User_30,8.16,"Les cinquante-trois relais de Tôkaidô, station 50 : Tsuchiyama",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_5775,User_30,14.34,Panneau décoratif ovale : deux dragons gardant la perle sacrée,Anonyme,Undated,Low level,No involvement,A few times a year
1,1_5777,User_30,8.76,"Les cinquante-trois relais de Tôkaidô, station 44 : Yokkuichi",Utagawa Hiroshige,1831 - 1834,Low level,No involvement,A few times a year
1,1_5779,User_30,7.73,Barque de pêche à Chôshiura dans la province de Shimousa,Shôtei Hokuju,Last quarter 17th century - First quarter 17th century,Low level,No involvement,A few times a year
1,1_5911,User_30,4.58,Gitane,Aimé-Nicolas Morot,Before 1913,Low level,No involvement,A few times a year
1,1_5915,User_30,14.85,Restaurant en plein vent à Ain-Sefra,Marie-Aimée-Eliane Lucas-Robiquet,Second half of the 19th century - First half of the 20th century,Low level,No involvement,A few times a year
1,1_5917,User_30,5.01,Repos d'Arabes,Charles-Théodore Frère,1848,Low level,No involvement,A few times a year
1,1_0078,User_30,13.38,Retour de chasse au lion,Aimé-Nicolas Morot,1902,Low level,No involvement,A few times a year
1,1_0058,User_30,6.2,Soir d'automne en forêt (Ile-et-Vilaine),Jean-Henri Zuber,1878,Low level,No involvement,A few times a year
1,1_5928,User_30,26.41,Ellipse orange évidée par sept disques,Felice Varini,2000,Low level,No involvement,A few times a year
1,1_0062,User_30,11.41,Paysage de montagne,Gustave Doré,Circa 1870,Low level,No involvement,A few times a year
1,1_0060,User_30,4.15,Jeune fille et la Mort,Henri-Léopold Lévy,1900,Low level,No involvement,A few times a year
1,1_0124,User_30,46.99,Vue de la ville et du port de Dieppe,Eugène Isabey,1842,Low level,No involvement,A few times a year
1,1_0053,User_30,6.68,Charles le Téméraire retrouvé mort après la bataille de Nancy,Auguste Feyen-Perrin,1865,Low level,No involvement,A few times a year
1,1_5901,User_30,3.18,Escalier de la galerie des Cerfs au Palais ducal de Nancy,Jean-Joseph Thorelle,1838,Low level,No involvement,A few times a year
1,1_0093,User_30,7.18,Les Oiseleurs,Alessandro Magnasco Dit Lissandrino,Circa 1721,Low level,No involvement,A few times a year
1,1_0183,User_30,4.0,La Rencontre de Didon et Enée,Anonyme,Circa 1750-1760,Low level,No involvement,A few times a year
1,1_0187,User_30,10.9,La destruction du palais d'Armide,Charles-Antoine Coypel,1737,Low level,No involvement,A few times a year
1,1_0178,User_30,4.03,L'Ivresse de Silène,Carle Van Loo,1747,Low level,No involvement,A few times a year
1,1_0187,User_30,35.8,La destruction du palais d'Armide,Charles-Antoine Coypel,1737,Low level,No involvement,A few times a year
1,1_0189,User_30,2.7,L'Annonciation,Charles-Antoine Coypel,1738,Low level,No involvement,A few times a year
1,1_0222,User_30,3.88,Nymphe essayant les flèches de l'Amour,Simon Vouet,Circa 1635,Low level,No involvement,A few times a year
1,1_6003,User_30,4.28,Bacchanale,Jacques Blanchard,1636,Low level,No involvement,A few times a year
1,1_0235,User_30,14.67,Portrait équestre de Madame de Saint-Baslemont,Claude Déruet,1646,Low level,No involvement,A few times a year
1,1_0241,User_30,5.13,La Charité,Philippe de Champaigne,Circa 1635-1636,Low level,No involvement,A few times a year
1,1_5870,User_30,15.03,Le Ravissement de saint François,Jacque de Bellange,Circa 1600-1605,Low level,No involvement,A few times a year
1,1_0276,User_30,4.83,Le Christ au tombeau,Valerio Castello,Circa 1650-1659,Low level,No involvement,A few times a year
1,1_0274,User_30,10.77,Le songe de Jacob,Lodovico Cigoli,1593,Low level,No involvement,A few times a year
1,1_0303,User_30,12.44,L'Automne,Alexandre-François Desportes,Circa 1711-1712,Low level,No involvement,A few times a year
1,1_0339,User_30,3.04,Fête de village flamand,Josse II de Momper,Undated,Low level,No involvement,A few times a year
1,1_0341,User_30,5.5,Marine,Cavalier Tempesta/Pieter Mulier,After 1660,Low level,No involvement,A few times a year
1,1_0345,User_30,8.15,Paysage d'hiver,Gysbrecht Lytens,After 1600,Low level,No involvement,A few times a year
1,1_0358,User_30,2.27,Le Torrent,David II Teniers,Circa 1640,Low level,No involvement,A few times a year
1,1_0379,User_30,14.19,La Transfiguration,Pierre-Paul Rubens,1604-1605,Low level,No involvement,A few times a year
1,1_0370,User_30,4.96,L'Annonciation,Frans II Pourbus dit Le Jeune,1619,Low level,No involvement,A few times a year
1,1_5848,User_30,2.76,Saint Charles Borromée donnant la sainte communion aux pestiférées de Milan,Caspar de Crayer,Circa 1668,Low level,No involvement,A few times a year
1,1_0368,User_30,6.99,L'Annonciation,Federico Barocci,Circa 1596-1612,Low level,No involvement,A few times a year
1,1_0370,User_30,3.42,L'Annonciation,Frans II Pourbus dit Le Jeune,1619,Low level,No involvement,A few times a year
1,1_0368,User_30,4.82,L'Annonciation,Federico Barocci,Circa 1596-1612,Low level,No involvement,A few times a year
1,1_5845,User_30,18.91,La Femme à la puce,Georges de la Tour,Circa 1632-1635,Low level,No involvement,A few times a year
2,2_2852,User_30,9.77,Vierge à l'Enfant,Taddeo di Bartolo,Circa 1396-1397,Low level,No involvement,A few times a year
2,2_2850,User_30,13.8,Le Sauveur du monde,Ecole de Léonard de Vinci,Circa 1504,Low level,No involvement,A few times a year
2,2_2816,User_30,3.56,Le Jugement dernier,Hans Leonhard Schäuffelein,1535,Low level,No involvement,A few times a year
2,2_2822,User_30,5.0,La Mise au tombeau,Wilheim Stetter,1536,Low level,No involvement,A few times a year
2,2_2824,User_30,5.05,L'Apparition du Christ à Marie-Madeleine,Wilheim Stetter,1523,Low level,No involvement,A few times a year
2,2_2838,User_30,6.01,Déluge / Le Déluge,"Gerolamo Bassano / Leandro, dit Bassano Leandro da Ponte",Circa 1590,Low level,No involvement,A few times a year
2,2_2867,User_30,7.14,Le mariage mystique de sainte Catherine,Joos Van Cleve,1514,Low level,No involvement,A few times a year
2,2_2900,User_30,14.71,Le Christ chassant les marchands du temple,Jan Sanders Van Hemessen,1556,Low level,No involvement,A few times a year
2,2_2904,User_30,4.9,Laissez venir à moi les petits enfants,Pieter Pietersz,Circa 1580-1590,Low level,No involvement,A few times a year
2,2_0422,User_30,10.4,Prédiction de saint Jean-Baptiste,Abraham Bloemaert,Circa 1620,Low level,No involvement,A few times a year
2,2_0417,User_30,4.42,Ne me touche pas,"Jan II Brueghel, le jeune",After 1625,Low level,No involvement,A few times a year
2,2_2922,User_30,4.19,Têtes de vieille femme,Jacob Jordaens,Circa 1620,Low level,No involvement,A few times a year
2,2_2924,User_30,4.53,Vierge à l'Enfant,Antoon van Dyck,1630-1632,Low level,No involvement,A few times a year
2,2_2789,User_30,4.95,La Halte de chasse,Francesco Giuseppe Casanova,Before 1788,Low level,No involvement,A few times a year
0,0_5830,User_30,5.06,Les grands Trans-parents,Man Ray,1971,Low level,No involvement,A few times a year
2,2_0527,User_31,39.81,Déposition de croix avec Joseph d'Arimthie,Maître du Saint-Sang,First quarter of the 16th century,General level,No involvement,A few times a year
2,2_2797,User_31,24.97,Sainte Catherine,Pseudo-Gioverone,16th century,General level,No involvement,A few times a year
2,2_2801,User_31,25.83,Vierge à l'enfant accompagnée par deux anges,Francesco de Tatti,1512,General level,No involvement,A few times a year
2,2_2803,User_31,11.11,Vierge à l'enfant couronnée par deux anges,Maître de Marcadi,15th century,General level,No involvement,A few times a year
2,2_2809,User_31,13.37,"Vierge à l'Enfant, saint Jean et deux anges",Pérugin,Circa 1505,General level,No involvement,A few times a year
2,2_2814,User_31,1.74,Tobie conduit par l'ange,Francesco Sogliani,Circa 1515,General level,No involvement,A few times a year
2,2_2812,User_31,13.25,Saint Jean-Baptiste dans le désert,Giovanni Larciani,1510-1512,General level,No involvement,A few times a year
2,2_2863,User_31,12.15,La Présentation de Jésus au temple,Noël Bellemare,Late 15th century - Early 16th century,General level,No involvement,A few times a year
2,2_2814,User_31,7.71,Tobie conduit par l'ange,Francesco Sogliani,Circa 1515,General level,No involvement,A few times a year
2,2_2816,User_31,57.92,Le Jugement dernier,Hans Leonhard Schäuffelein,1535,General level,No involvement,A few times a year
2,2_2818,User_31,48.38,La décollation de Saint Jean-Baptiste,Wilheim Stetter,1515,General level,No involvement,A few times a year
2,2_2824,User_31,9.79,L'Apparition du Christ à Marie-Madeleine,Wilheim Stetter,1523,General level,No involvement,A few times a year
2,2_2822,User_31,17.38,La Mise au tombeau,Wilheim Stetter,1536,General level,No involvement,A few times a year
2,2_2827,User_31,33.17,Pietà avec des anges,Frederico Zuccaro,Circa 1570,General level,No involvement,A few times a year
2,2_2829,User_31,38.62,La Sainte Trinité,Giorgio Vasari,Circa 1558,General level,No involvement,A few times a year
2,2_2831,User_31,48.76,Sainte Famille avec saint Jean et sainte Elisabeth,Jacopino del Conte,16th century,General level,No involvement,A few times a year
2,2_2867,User_31,107.32,Le mariage mystique de sainte Catherine,Joos Van Cleve,1514,General level,No involvement,A few times a year
2,2_2890,User_31,59.97,L'Adoration des bergers,Anonyme flamand,Second half of the 16th century,General level,No involvement,A few times a year
2,2_2888,User_31,41.37,Adoration des bergers,Anonyme,16th century,General level,No involvement,A few times a year
2,2_0467,User_31,12.28,Portrait du comte de Nanteuil,Corneille de Lyon,16th century,General level,No involvement,A few times a year
2,2_0465,User_31,13.8,"Robert de Lénoncourt, cardinal et archevêque",Corneille de Lyon,16th century,General level,No involvement,A few times a year
2,2_0459,User_31,30.5,Portrait d'Antoine de Ville,Atelier d'Hugues de Lafaye,Undated,General level,No involvement,A few times a year
2,2_2880,User_31,2.29,Le Christ tombé sous sa croix,Frans II Francken,16th century (last quarter) - 17th century (1st half),General level,No involvement,A few times a year
2,2_2917,User_31,4.67,Les Compteurs d'argent,Marinus Van Roejmerswalen,Late 16th century,General level,No involvement,A few times a year
2,2_2900,User_31,90.02,Le Christ chassant les marchands du temple,Jan Sanders Van Hemessen,1556,General level,No involvement,A few times a year
2,2_2902,User_31,23.46,Marché avec l'Ecce Homo,Joachim Beuckelaer,Circa 1561,General level,No involvement,A few times a year
2,2_2904,User_31,93.41,Laissez venir à moi les petits enfants,Pieter Pietersz,Circa 1580-1590,General level,No involvement,A few times a year
2,2_0422,User_31,42.67,Prédiction de saint Jean-Baptiste,Abraham Bloemaert,Circa 1620,General level,No involvement,A few times a year
2,2_0417,User_31,187.25,Ne me touche pas,"Jan II Brueghel, le jeune",After 1625,General level,No involvement,A few times a year
2,2_2915,User_31,45.34,Diane chasseresse,"Paolo, dit Fiammingo",Circa 1592,General level,No involvement,A few times a year
2,2_2917,User_31,74.43,Les Compteurs d'argent,Marinus Van Roejmerswalen,Late 16th century,General level,No involvement,A few times a year
2,2_2936,User_31,18.2,Le Christ après la flagellation,Gérard Seghers,Circa 1620-1625,General level,No involvement,A few times a year
2,2_2934,User_31,15.51,Andromède attachée au rocher,Frans Wouters,After 1634,General level,No involvement,A few times a year
2,2_2932,User_31,64.91,Persée délivrant Andromède,Theodoor Van Thulden,1646,General level,No involvement,A few times a year
2,2_2930,User_31,46.11,La Continence de Scipion,Cornelis de Vos,Circa 1630,General level,No involvement,A few times a year
2,2_2926,User_31,59.39,Jésus marchant sur les eaux,Pierre-Paul Rubens,Circa 1618,General level,No involvement,A few times a year
2,2_2789,User_31,10.12,La Halte de chasse,Francesco Giuseppe Casanova,Before 1788,General level,No involvement,A few times a year
2,2_2787,User_31,7.48,Promenade en barque,Francesco Giuseppe Casanova,Circa 1788,General level,No involvement,A few times a year
1,1_0389,User_31,185.55,La mélancolie,Domenico Fetti,After 1614,General level,No involvement,A few times a year
1,1_0391,User_31,49.9,L'incrédulité de saint Thomas,Giuseppe Vermiglio,17th century,General level,No involvement,A few times a year
1,1_0395,User_31,31.05,Femme essuyant ses larmes,Anonyme napolitain,Mid-17th century,General level,No involvement,A few times a year
1,1_5845,User_31,27.98,La Femme à la puce,Georges de la Tour,Circa 1632-1635,General level,No involvement,A few times a year
1,1_0385,User_31,29.0,Isaac envoie Esaü à la chasse,Johann Ulrich Loth,After 1637,General level,No involvement,A few times a year
1,1_5846,User_31,46.67,Le Souffleur à la pipe,D'après Georges de la Tour,17th century,General level,No involvement,A few times a year
1,1_0368,User_31,98.63,L'Annonciation,Federico Barocci,Circa 1596-1612,General level,No involvement,A few times a year
1,1_0379,User_31,44.92,La Transfiguration,Pierre-Paul Rubens,1604-1605,General level,No involvement,A few times a year
1,1_0373,User_31,50.78,L'Annonciation,Caravage/Michelangelo Merisi,Circa 1607-1610,General level,No involvement,A few times a year
1,1_0375,User_31,115.35,Le Christ ressuscité apparaissant à sa mère,Guido Reni,After 1632,General level,No involvement,A few times a year
1,1_0377,User_31,32.77,Les Apprêts du martyre de saint Sébastien,Wenceslas Coebergher,1599,General level,No involvement,A few times a year
1,1_0370,User_31,41.01,L'Annonciation,Frans II Pourbus dit Le Jeune,1619,General level,No involvement,A few times a year
1,1_5848,User_31,34.13,Saint Charles Borromée donnant la sainte communion aux pestiférées de Milan,Caspar de Crayer,Circa 1668,General level,No involvement,A few times a year
1,1_0370,User_31,7.1,L'Annonciation,Frans II Pourbus dit Le Jeune,1619,General level,No involvement,A few times a year
1,1_5848,User_31,14.82,Saint Charles Borromée donnant la sainte communion aux pestiférées de Milan,Caspar de Crayer,Circa 1668,General level,No involvement,A few times a year
1,1_0379,User_31,39.88,La Transfiguration,Pierre-Paul Rubens,1604-1605,General level,No involvement,A few times a year
1,1_0363,User_31,69.98,Saint Jean l'Evangéliste,Matteo Rosselli,Circa 1620-1625,General level,No involvement,A few times a year
1,1_0337,User_31,3.7,La Tour en ruine,Jan Tilens,Circa 1625,General level,No involvement,A few times a year
1,1_0339,User_31,10.99,Fête de village flamand,Josse II de Momper,Undated,General level,No involvement,A few times a year
1,1_0337,User_31,8.02,La Tour en ruine,Jan Tilens,Circa 1625,General level,No involvement,A few times a year
1,1_0341,User_31,22.57,Marine,Cavalier Tempesta/Pieter Mulier,After 1660,General level,No involvement,A few times a year
1,1_0345,User_31,17.53,Paysage d'hiver,Gysbrecht Lytens,After 1600,General level,No involvement,A few times a year
1,1_0352,User_31,35.87,La Fenaison,Jacob Grimmer,16th century,General level,No involvement,A few times a year
1,1_0354,User_31,9.03,La Moisson,Jacob Grimmer,16th century,General level,No involvement,A few times a year
1,1_0356,User_31,21.55,Les patineurs,Jan Josephsz van Goyen,1649,General level,No involvement,A few times a year
1,1_0358,User_31,29.2,Le Torrent,David II Teniers,Circa 1640,General level,No involvement,A few times a year
1,1_0305,User_31,35.66,Fleurs et tapis,Jean-Baptiste Monnoyer,After 1665,General level,No involvement,A few times a year
1,1_0303,User_31,33.98,L'Automne,Alexandre-François Desportes,Circa 1711-1712,General level,No involvement,A few times a year
1,1_0301,User_31,18.6,Corbeille de fleurs,Nicolas Baudesson,1673,General level,No involvement,A few times a year
1,1_0328,User_31,19.74,Tortue et crabe,Paolo Porpora,After 1652,General level,No involvement,A few times a year
